victim.orgsize,action,actor,victim.region,victim.industry.name,attribute,incident,IDnum
large,hacking,external,emea,information,c,T,3915
small,malware,internal,emea,realestate,i,F,3916
small,error,internal,emea,healthcare,c,T,3917
large,hacking,partner,apac,public,a,F,3918
unknown,social,internal,na,accommodation,a,F,3919
unknown,hacking,partner,lac,otherservices,c,F,3920
unknown,error,external,apac,utilities,i,F,3921
large,misuse,partner,na,professional,c,T,3922
small,malware,external,emea,transportation,c,F,3923
small,unknown,external,na,finance,i,T,3924
large,misuse,internal,na,healthcare,i,T,3925
large,hacking,external,na,administrative,c,T,3926
small,social,partner,lac,public,c,F,3927
unknown,error,internal,emea,entertainment,c,T,3928
small,malware,external,na,finance,i,T,3929
small,error,external,apac,healthcare,a,F,3930
small,unknown,external,na,retail,i,T,3931
large,social,external,na,public,i,T,3932
small,unknown,external,na,retail,c,T,3933
large,malware,internal,na,healthcare,a,F,3934
large,hacking,partner,apac,realestate,c,F,3935
unknown,error,partner,emea,construction,a,F,3936
small,hacking,external,na,public,c,T,3937
small,misuse,partner,na,public,i,F,3938
small,hacking,partner,emea,information,i,F,3939
small,error,internal,na,public,c,T,3940
small,misuse,internal,na,healthcare,c,T,3941
small,malware,partner,lac,finance,i,F,3942
small,error,internal,emea,trade,c,F,3943
small,error,internal,na,finance,c,T,3944
large,social,partner,lac,otherservices,i,F,3945
small,error,internal,na,professional,c,T,3946
unknown,error,internal,na,public,c,T,3947
unknown,hacking,partner,apac,realestate,i,F,3948
large,misuse,internal,apac,public,c,T,3949
large,error,external,na,finance,a,F,3950
small,malware,internal,emea,accommodation,i,F,3951
small,hacking,external,lac,finance,c,T,3952
small,unknown,external,na,public,c,T,3953
large,hacking,external,na,public,c,T,3954
unknown,malware,external,lac,manufacturing,c,F,3955
small,hacking,internal,emea,finance,i,F,3956
large,misuse,internal,na,healthcare,c,T,3957
large,misuse,internal,na,finance,c,T,3958
small,unknown,external,na,retail,i,T,3959
small,misuse,partner,emea,manufacturing,c,F,3960
small,social,external,na,educational,c,F,3961
large,social,external,na,educational,i,T,3962
small,malware,partner,lac,retail,c,F,3963
large,error,partner,apac,utilities,c,F,3964
small,hacking,external,apac,accommodation,i,T,3965
large,misuse,partner,emea,retail,c,F,3966
unknown,hacking,external,na,transportation,a,F,3967
unknown,error,internal,na,healthcare,c,T,3968
small,social,internal,na,construction,c,F,3969
large,hacking,external,apac,information,c,T,3970
unknown,error,internal,na,healthcare,c,T,3971
large,hacking,external,na,healthcare,c,T,3972
large,error,internal,apac,management,a,F,3973
small,unknown,external,na,healthcare,c,T,3974
small,hacking,external,na,healthcare,c,T,3975
small,hacking,external,apac,transportation,c,T,3976
small,misuse,internal,na,retail,c,T,3977
unknown,hacking,internal,emea,professional,i,F,3978
small,misuse,internal,apac,transportation,a,F,3979
large,malware,external,apac,healthcare,a,F,3980
unknown,error,partner,lac,public,a,F,3981
large,error,internal,na,trade,a,F,3982
small,hacking,external,emea,entertainment,c,T,3983
large,malware,external,lac,construction,a,F,3984
small,error,internal,emea,accommodation,c,T,3985
large,misuse,partner,na,professional,i,F,3986
large,error,partner,lac,healthcare,i,F,3987
large,error,internal,apac,information,c,T,3988
unknown,malware,external,na,public,i,F,3989
small,error,external,na,healthcare,c,T,3990
small,misuse,internal,lac,professional,a,F,3991
unknown,misuse,partner,emea,retail,a,F,3992
small,malware,external,lac,retail,a,F,3993
large,malware,external,na,healthcare,i,T,3994
small,error,internal,apac,information,c,T,3995
small,social,external,emea,finance,a,F,3996
large,error,internal,emea,public,c,T,3997
large,misuse,internal,na,manufacturing,c,T,3998
large,error,external,apac,administrative,c,F,3999
large,hacking,external,na,healthcare,c,T,4000
small,unknown,unknown,emea,information,c,T,4001
large,error,internal,na,finance,c,T,4002
small,malware,external,na,healthcare,i,T,4003
unknown,error,internal,apac,information,c,F,4004
small,misuse,external,lac,mining,a,F,4005
large,hacking,external,na,retail,c,T,4006
small,misuse,internal,global,healthcare,c,T,4007
small,hacking,external,lac,trade,c,F,4008
small,social,internal,na,mining,c,F,4009
unknown,hacking,internal,apac,construction,a,F,4010
unknown,malware,external,emea,construction,a,F,4011
small,error,internal,apac,healthcare,c,T,4012
large,social,external,emea,construction,c,F,4013
large,error,partner,na,accommodation,c,F,4014
unknown,error,internal,na,public,c,T,4015
small,hacking,external,lac,entertainment,a,F,4016
small,error,internal,na,administrative,c,T,4017
small,misuse,external,emea,healthcare,a,F,4018
large,error,internal,emea,transportation,a,F,4019
unknown,social,internal,apac,healthcare,c,F,4020
small,hacking,external,na,administrative,a,F,4021
unknown,misuse,partner,na,finance,a,F,4022
small,hacking,partner,emea,management,a,F,4023
small,unknown,external,na,retail,i,T,4024
small,hacking,partner,na,accommodation,a,F,4025
small,error,internal,emea,information,c,T,4026
small,misuse,internal,na,healthcare,c,T,4027
large,malware,external,apac,manufacturing,i,T,4028
small,error,internal,na,information,c,T,4029
small,hacking,external,emea,administrative,c,T,4030
small,misuse,partner,apac,healthcare,i,F,4031
small,hacking,external,na,finance,c,T,4032
large,misuse,internal,na,healthcare,c,F,4033
small,malware,partner,apac,management,a,F,4034
small,hacking,external,apac,administrative,c,T,4035
large,misuse,internal,na,healthcare,c,T,4036
large,social,internal,apac,entertainment,c,F,4037
unknown,malware,external,na,transportation,c,F,4038
large,malware,external,apac,management,i,F,4039
small,malware,partner,apac,manufacturing,a,F,4040
small,social,internal,apac,retail,i,F,4041
unknown,social,internal,na,healthcare,i,T,4042
unknown,social,external,lac,public,i,F,4043
unknown,error,internal,lac,professional,c,T,4044
unknown,misuse,partner,na,retail,i,F,4045
unknown,error,internal,apac,mining,c,T,4046
small,error,internal,apac,manufacturing,c,T,4047
unknown,misuse,internal,na,healthcare,c,T,4048
unknown,error,internal,apac,administrative,a,F,4049
large,misuse,partner,na,public,c,T,4050
unknown,hacking,external,emea,public,c,T,4051
unknown,social,internal,apac,realestate,i,F,4052
small,misuse,internal,emea,public,c,T,4053
large,hacking,external,apac,public,c,T,4054
unknown,misuse,internal,na,healthcare,c,T,4055
small,malware,partner,lac,healthcare,i,F,4056
small,error,internal,na,professional,c,T,4057
small,hacking,external,na,professional,c,T,4058
small,error,internal,na,educational,c,T,4059
small,malware,external,emea,educational,c,F,4060
large,misuse,external,emea,information,c,F,4061
small,error,partner,lac,information,c,F,4062
large,social,partner,emea,entertainment,a,F,4063
unknown,misuse,internal,global,unknown,c,T,4064
unknown,hacking,external,emea,entertainment,c,F,4065
small,error,internal,apac,public,c,T,4066
unknown,hacking,partner,lac,entertainment,c,F,4067
unknown,misuse,internal,emea,public,i,T,4068
large,hacking,internal,na,mining,i,F,4069
small,misuse,partner,lac,manufacturing,i,F,4070
large,hacking,internal,apac,healthcare,c,F,4071
unknown,hacking,partner,apac,management,c,F,4072
large,hacking,partner,lac,educational,a,F,4073
unknown,malware,external,na,information,a,F,4074
large,malware,internal,emea,professional,i,F,4075
small,error,partner,emea,finance,i,F,4076
unknown,error,external,na,public,i,F,4077
small,hacking,external,na,information,c,T,4078
small,malware,external,na,healthcare,i,T,4079
small,error,internal,na,professional,c,T,4080
unknown,hacking,internal,emea,realestate,a,F,4081
small,unknown,external,na,retail,i,T,4082
small,misuse,internal,lac,entertainment,i,F,4083
small,error,external,apac,administrative,c,F,4084
small,error,external,apac,accommodation,a,F,4085
small,error,internal,apac,agriculture,c,F,4086
small,misuse,internal,lac,public,a,F,4087
small,error,partner,na,trade,a,F,4088
large,social,partner,na,healthcare,c,F,4089
unknown,error,external,apac,agriculture,i,F,4090
small,misuse,internal,lac,healthcare,c,F,4091
large,error,partner,na,realestate,c,F,4092
large,hacking,external,emea,finance,i,T,4093
unknown,social,external,apac,trade,a,F,4094
small,hacking,internal,emea,entertainment,c,F,4095
large,unknown,external,na,retail,i,T,4096
unknown,malware,internal,na,healthcare,c,F,4097
unknown,error,partner,apac,accommodation,a,F,4098
small,misuse,external,emea,healthcare,i,F,4099
unknown,hacking,external,apac,finance,i,F,4100
unknown,misuse,internal,na,healthcare,c,T,4101
large,hacking,external,na,educational,c,T,4102
small,hacking,external,emea,healthcare,c,T,4103
unknown,hacking,external,na,healthcare,i,T,4104
large,social,external,apac,agriculture,a,F,4105
large,social,external,emea,accommodation,i,F,4106
small,hacking,external,na,information,c,T,4107
unknown,error,internal,emea,healthcare,c,T,4108
large,malware,internal,na,transportation,i,F,4109
small,error,internal,na,mining,c,F,4110
unknown,hacking,partner,apac,entertainment,c,F,4111
small,social,internal,lac,utilities,c,F,4112
small,error,external,lac,manufacturing,a,F,4113
large,error,internal,na,public,c,T,4114
unknown,hacking,internal,na,trade,c,T,4115
large,error,internal,na,healthcare,c,T,4116
large,misuse,internal,na,public,c,T,4117
small,error,internal,apac,entertainment,c,T,4118
large,misuse,external,emea,public,c,F,4119
unknown,hacking,external,lac,professional,i,F,4120
small,hacking,external,lac,administrative,c,F,4121
small,social,external,na,educational,i,T,4122
large,error,internal,emea,transportation,i,F,4123
large,malware,internal,lac,trade,a,F,4124
small,malware,partner,apac,agriculture,i,F,4125
small,error,internal,na,public,c,T,4126
small,misuse,internal,lac,agriculture,a,F,4127
large,hacking,external,emea,otherservices,i,F,4128
small,misuse,partner,na,trade,i,T,4129
unknown,malware,internal,emea,mining,a,F,4130
unknown,hacking,external,emea,unknown,c,T,4131
unknown,error,external,na,administrative,a,F,4132
small,malware,internal,lac,utilities,c,F,4133
small,error,internal,na,mining,i,F,4134
small,misuse,internal,na,healthcare,c,T,4135
unknown,malware,partner,lac,healthcare,i,F,4136
unknown,misuse,external,na,agriculture,c,F,4137
large,social,external,apac,finance,c,F,4138
unknown,misuse,internal,apac,healthcare,c,T,4139
small,hacking,internal,na,retail,i,F,4140
small,malware,external,na,trade,i,F,4141
small,malware,external,na,professional,i,T,4142
small,social,external,emea,professional,c,F,4143
unknown,misuse,internal,emea,public,i,F,4144
small,misuse,external,lac,management,a,F,4145
large,error,internal,na,public,c,T,4146
large,malware,external,na,accommodation,i,T,4147
large,malware,internal,emea,information,a,F,4148
large,social,partner,emea,professional,a,F,4149
small,error,internal,emea,information,c,T,4150
large,misuse,internal,na,otherservices,c,T,4151
large,malware,external,na,accommodation,i,T,4152
unknown,social,partner,na,manufacturing,a,F,4153
small,social,external,na,educational,i,T,4154
large,misuse,internal,lac,transportation,a,F,4155
large,social,external,na,information,i,T,4156
unknown,malware,external,lac,professional,c,F,4157
unknown,malware,external,na,retail,c,F,4158
unknown,misuse,internal,apac,retail,i,F,4159
large,hacking,external,apac,educational,c,T,4160
large,error,internal,na,finance,c,T,4161
small,misuse,partner,apac,transportation,i,F,4162
unknown,hacking,partner,emea,entertainment,c,F,4163
large,error,external,emea,trade,a,F,4164
large,error,partner,na,manufacturing,c,F,4165
unknown,malware,partner,emea,construction,a,F,4166
small,hacking,external,na,finance,c,T,4167
unknown,misuse,internal,na,healthcare,c,T,4168
unknown,malware,external,na,finance,i,T,4169
unknown,malware,external,apac,management,i,F,4170
unknown,error,external,lac,information,i,F,4171
small,unknown,external,na,finance,i,T,4172
unknown,error,internal,emea,utilities,c,F,4173
large,malware,external,lac,accommodation,c,F,4174
small,error,internal,lac,transportation,a,F,4175
small,unknown,external,apac,entertainment,c,T,4176
small,error,partner,na,educational,a,F,4177
small,social,partner,apac,information,c,F,4178
large,hacking,partner,na,finance,i,F,4179
unknown,malware,internal,apac,agriculture,a,F,4180
small,error,internal,na,finance,c,T,4181
unknown,misuse,internal,na,healthcare,c,T,4182
small,hacking,external,apac,retail,a,F,4183
small,error,internal,lac,information,c,T,4184
small,hacking,external,na,otherservices,c,T,4185
unknown,hacking,internal,apac,entertainment,i,F,4186
large,malware,internal,lac,manufacturing,a,F,4187
large,malware,internal,apac,management,c,F,4188
unknown,error,internal,na,professional,c,T,4189
small,malware,external,na,information,i,T,4190
large,error,partner,lac,healthcare,a,F,4191
large,misuse,external,emea,healthcare,c,T,4192
unknown,error,partner,emea,information,c,T,4193
unknown,misuse,partner,lac,healthcare,c,F,4194
small,social,partner,lac,utilities,i,F,4195
small,hacking,partner,lac,transportation,c,F,4196
large,misuse,external,na,trade,c,F,4197
small,misuse,internal,na,information,c,T,4198
large,unknown,external,na,healthcare,c,T,4199
small,misuse,partner,lac,information,c,F,4200
small,malware,internal,lac,manufacturing,i,F,4201
small,error,partner,na,healthcare,c,T,4202
large,misuse,internal,apac,public,c,T,4203
small,social,partner,apac,manufacturing,c,F,4204
small,error,external,na,professional,i,F,4205
large,unknown,external,emea,public,c,T,4206
large,unknown,external,na,finance,i,T,4207
small,misuse,internal,na,healthcare,c,T,4208
large,misuse,internal,lac,otherservices,c,F,4209
large,error,external,lac,agriculture,a,F,4210
large,hacking,external,lac,accommodation,i,F,4211
unknown,malware,external,na,accommodation,i,T,4212
large,misuse,partner,lac,information,i,F,4213
small,social,external,na,professional,i,T,4214
small,misuse,internal,na,healthcare,i,T,4215
small,error,partner,emea,agriculture,i,F,4216
large,misuse,partner,emea,entertainment,c,F,4217
unknown,malware,external,lac,trade,a,F,4218
large,misuse,internal,na,healthcare,c,T,4219
large,hacking,external,na,professional,c,T,4220
large,social,external,apac,manufacturing,c,F,4221
small,misuse,internal,apac,healthcare,c,T,4222
unknown,social,partner,na,accommodation,i,F,4223
large,misuse,internal,na,healthcare,c,T,4224
small,misuse,internal,na,healthcare,c,T,4225
small,error,internal,na,transportation,c,F,4226
small,social,partner,na,otherservices,a,F,4227
small,unknown,external,na,healthcare,c,T,4228
small,social,partner,lac,entertainment,c,F,4229
large,social,internal,apac,agriculture,a,F,4230
large,misuse,internal,na,public,c,T,4231
large,unknown,external,na,healthcare,c,T,4232
small,hacking,external,emea,information,c,T,4233
